wind_speed,wind_direction,rpm,temperature,humidity,flap_angle,power
10.656,161.69,1066.58,31.57,52.26,32.07,115.048
8.374,66.01,917.88,23.18,91.89,32.92,29.917
7.38,193.05,861.65,22.12,71.36,29.69,26.603
12.724,342.08,1272.66,28.87,67.39,19.07,74.194
4.203,82.31,639.36,35.83,50.15,12.25,6.279
9.769,157.72,1070.56,18.57,72.84,28.0,98.48
5.079,75.76,717.01,22.95,71.28,33.51,1.388
13.14,126.04,1232.36,20.02,75.43,13.75,17.954
3.7,66.23,554.67,19.86,76.19,7.08,3.716
5.704,190.28,746.17,28.92,47.88,25.54,14.073
7.509,192.34,882.56,30.46,49.35,9.3,14.055
4.142,84.12,648.31,24.53,70.95,8.59,4.415
5.47,226.18,689.31,29.09,44.07,33.12,1.751
10.093,101.69,1035.84,30.4,64.73,23.38,101.509
6.797,355.67,829.89,26.37,90.57,15.8,31.954
4.588,229.35,713.69,19.36,93.21,16.04,10.28
3.23,289.96,562.03,18.6,65.3,11.81,2.974
7.425,302.45,832.0,23.82,91.8,27.0,35.361
7.883,139.84,853.78,24.09,57.93,11.18,20.884
5.387,68.75,697.56,19.87,88.05,32.01,2.503
9.03,275.03,967.19,25.21,75.42,8.26,9.785
10.175,108.12,1036.11,35.82,82.6,11.52,18.183
9.069,56.42,978.13,24.61,68.46,25.82,85.237
7.246,240.12,829.29,21.83,81.03,17.06,37.277
11.6,71.21,1147.76,25.28,65.77,32.94,150.694
6.478,335.89,817.23,30.31,80.44,28.61,15.566
3.943,3.12,631.17,36.56,42.9,32.05,0.298
5.233,54.22,670.17,20.33,86.24,22.5,13.524
12.111,171.03,1199.34,32.59,55.94,32.02,200.012
4.672,149.47,684.98,28.31,74.01,19.09,11.721
13.816,248.39,1282.26,37.59,93.69,18.35,48.016
11.312,48.82,1121.65,24.52,60.87,25.64,158.075
11.997,335.14,1217.96,29.62,50.0,33.4,164.412
9.235,318.82,990.17,39.7,88.76,14.0,34.174
7.33,53.81,817.29,39.82,83.5,14.62,28.213
10.825,341.55,1087.5,17.08,73.15,31.73,126.795
7.595,60.86,860.74,36.28,50.56,32.48,18.793
8.386,326.09,910.72,16.3,53.13,17.99,55.531
3.445,270.0,611.97,33.99,65.19,8.92,3.659
13.761,224.7,1246.07,33.37,41.06,16.4,31.667
3.396,241.89,596.98,32.42,58.46,28.52,0.0
7.479,123.17,831.17,38.57,79.55,13.0,24.751
13.047,330.76,1224.73,17.12,76.64,8.41,3.567
11.918,290.24,1150.33,17.68,44.09,29.04,186.586
11.568,310.93,1154.3,15.24,40.74,23.52,131.737
4.719,225.41,701.61,36.78,65.34,8.17,5.878
4.342,253.49,654.81,19.99,81.03,33.54,0.76
3.042,284.97,576.17,20.83,42.75,20.88,2.152
8.236,71.03,918.14,39.7,73.3,25.28,57.619
12.515,22.06,1208.48,19.62,40.35,9.32,5.699
8.962,350.18,973.71,32.5,78.66,14.64,39.88
13.912,58.47,1272.13,30.88,72.58,13.56,12.299
7.692,296.81,836.09,33.39,69.18,12.55,22.745
11.297,23.28,1114.49,16.57,58.93,29.53,160.676
3.879,275.2,613.42,32.9,40.66,22.64,3.598
13.08,130.13,1257.28,32.03,77.3,30.19,249.652
7.959,267.19,893.01,27.01,67.48,34.97,13.914
5.093,211.4,669.18,16.07,59.41,32.7,2.126
12.311,350.02,1173.95,26.59,89.45,27.52,207.894
7.616,8.81,903.14,18.49,57.42,16.98,41.955
3.153,284.9,551.14,31.54,49.5,7.85,2.388
7.304,53.96,830.11,23.43,41.19,33.66,12.316
9.043,81.99,909.56,27.16,79.81,9.79,13.695
13.66,21.51,1266.24,39.04,43.68,13.68,15.249
5.587,339.6,751.28,35.09,62.9,9.76,11.291
9.935,246.26,1039.56,25.72,46.7,26.74,110.593
11.878,311.08,1182.83,24.24,93.37,17.51,58.831
5.304,117.43,689.38,20.84,87.95,34.18,2.669
11.655,199.8,1147.0,29.43,58.21,14.65,34.028
9.959,349.61,1031.02,20.72,72.61,19.66,87.283
8.167,6.98,905.42,27.77,45.26,7.44,8.601
8.4,216.94,918.48,37.27,92.71,28.32,54.044
11.704,99.44,1163.41,18.58,86.63,23.99,138.487
6.599,296.94,795.63,27.06,48.04,34.56,5.812
9.652,193.07,1038.92,35.6,75.52,8.61,9.633
11.068,264.78,1093.64,19.87,83.94,17.69,62.619
12.004,3.93,1202.15,21.52,47.92,27.87,196.095
3.866,167.38,590.5,37.75,48.12,22.82,3.484
11.343,38.79,1113.88,21.84,55.18,9.89,9.161
4.414,344.2,627.46,18.1,87.73,14.46,9.551
10.926,198.05,1075.32,30.72,75.55,30.08,146.457
3.38,101.85,586.13,29.14,71.27,26.52,1.047
4.451,23.0,593.92,16.7,48.34,12.05,8.211
11.301,350.03,1118.64,23.45,62.7,21.35,111.912
8.771,231.05,966.73,24.9,48.52,18.45,58.988
4.268,328.11,620.6,21.52,53.16,6.57,4.015
12.272,81.19,1186.05,16.06,52.05,31.11,198.057
8.506,116.26,970.71,33.9,76.86,19.77,59.23
10.366,250.96,1040.43,28.75,42.21,22.48,105.359
3.079,252.66,571.38,29.54,60.25,11.38,2.902
8.899,329.47,927.05,33.61,55.48,9.8,14.615
5.217,218.74,703.97,23.36,57.99,13.56,14.929
3.317,217.21,562.3,31.29,68.15,6.25,2.731
11.851,267.41,1118.37,36.86,51.01,29.99,166.406
10.416,319.19,1091.35,35.45,59.85,22.01,104.939
12.728,90.84,1218.82,27.78,57.04,15.02,27.284
8.496,259.18,895.32,33.0,65.18,32.62,31.931
8.282,214.83,922.47,34.88,76.69,8.22,10.662
3.003,11.23,554.19,16.25,40.62,18.35,2.578
11.016,346.04,1058.6,17.43,60.24,27.26,144.495
7.101,100.79,845.21,31.34,56.36,9.26,12.814
8.026,335.61,921.67,39.58,90.3,33.57,20.958
11.72,316.9,1177.51,38.3,49.6,18.66,72.931
12.751,250.17,1208.72,21.83,41.24,25.75,182.966
5.37,143.11,689.67,24.44,42.04,10.25,11.58
3.146,323.07,591.98,31.42,92.77,26.57,0.32
5.23,96.22,720.13,31.78,92.98,29.31,5.335
13.954,15.88,1262.57,29.08,87.13,28.76,261.844
10.871,267.31,1058.09,22.16,44.86,21.34,100.845
7.106,324.66,817.86,33.15,69.74,17.21,37.829
9.382,133.96,1010.41,39.59,82.2,31.68,63.248
10.433,146.82,1059.16,39.03,44.75,32.74,96.516
10.1,162.28,1054.45,28.48,77.42,32.55,85.293
13.81,52.22,1287.47,23.54,74.8,22.21,113.013
13.75,285.22,1307.92,35.62,61.8,34.72,258.114
8.984,187.04,904.17,29.39,54.01,27.19,73.454
10.524,283.58,1078.13,27.23,57.9,33.11,91.647
8.754,294.97,910.35,20.48,59.31,8.19,10.153
10.045,163.32,1033.4,35.86,89.24,28.81,109.189
8.55,38.81,949.07,18.61,43.97,17.18,51.621
12.078,195.11,1177.49,17.41,84.8,8.63,5.017
5.043,279.38,717.86,16.78,53.94,15.73,13.22
7.433,251.21,862.27,22.51,61.33,22.69,45.823
8.263,221.33,933.38,16.05,67.02,5.93,5.907
10.707,310.02,1109.25,24.59,69.65,23.61,126.588
6.862,349.69,844.64,27.26,41.5,32.18,11.939
8.224,195.74,897.09,17.07,79.84,18.64,53.543
11.24,86.9,1098.39,39.6,41.89,30.64,144.353
5.382,147.82,744.32,15.26,47.06,33.07,1.791
7.889,180.75,843.01,26.58,78.34,24.61,55.374
3.536,210.84,607.47,32.46,67.01,9.88,4.06
6.193,119.31,779.83,17.74,48.51,19.59,26.078
3.063,279.27,559.31,35.17,89.8,10.48,2.66
6.741,245.89,771.86,36.14,52.58,32.35,9.649
4.117,50.11,605.17,33.51,92.07,16.0,7.449
10.688,7.39,1068.94,28.13,78.16,19.21,84.042
6.068,200.62,757.73,25.56,43.58,15.73,25.631
7.415,330.94,864.96,37.67,88.15,22.11,46.129
10.311,160.6,1050.39,39.91,60.53,28.7,121.162
5.041,148.77,700.8,28.99,52.77,26.04,7.856
3.123,21.6,545.65,34.7,46.2,5.27,1.385
12.684,49.34,1217.64,38.02,87.33,19.24,72.683
8.266,35.66,868.49,24.7,74.84,9.38,13.789
4.397,183.55,575.31,36.53,43.74,21.98,6.371
5.718,271.23,741.82,35.99,59.89,6.79,6.882
7.751,313.44,849.73,34.52,41.52,16.72,39.571
9.671,312.1,974.44,33.72,47.0,31.66,70.483
10.106,271.95,1027.15,18.93,72.94,17.98,64.625
3.34,23.88,598.97,17.12,89.04,16.09,4.666
7.326,167.22,837.96,35.17,90.44,14.81,32.868
6.39,341.46,810.83,27.79,61.24,25.86,21.196
13.158,217.87,1234.03,31.53,71.57,19.69,79.069
6.767,186.12,807.85,30.78,53.84,13.67,26.047
8.649,112.7,916.93,37.65,89.9,14.19,32.81
12.083,186.36,1139.09,25.29,54.52,28.05,204.753
12.796,50.14,1211.02,34.25,56.23,21.28,104.691
6.533,287.29,786.09,29.54,49.54,24.16,25.022
5.263,284.38,690.29,35.76,50.07,12.37,12.055
8.328,97.47,936.97,29.2,69.56,12.58,25.635
13.632,292.72,1298.78,39.6,40.18,32.83,281.711
8.002,356.71,878.97,29.59,55.24,6.53,7.254
7.705,353.41,864.37,29.88,66.2,10.43,18.307
6.975,288.47,818.89,16.36,86.59,13.05,23.573
11.623,333.27,1165.41,32.17,51.27,5.3,1.312
6.714,224.77,810.77,21.93,63.64,22.12,34.668
5.934,198.94,732.93,36.02,48.34,11.6,15.593
11.863,297.04,1167.16,20.08,73.9,27.21,178.788
13.765,97.1,1296.01,27.16,45.26,18.79,54.745
4.822,62.48,679.41,20.51,45.91,22.39,10.0
9.597,139.21,1036.93,20.33,45.52,18.28,67.293
11.131,138.41,1087.65,30.38,60.91,31.45,142.337
8.407,284.25,887.09,28.1,57.71,30.15,42.324
9.672,134.27,1000.02,32.59,73.05,28.64,92.469
5.278,113.12,704.35,25.13,53.68,23.01,13.209
8.167,8.74,896.47,38.38,53.42,29.0,44.003
7.278,124.27,836.03,24.52,67.0,7.68,8.761
5.804,82.28,729.63,24.16,94.84,30.61,6.153
10.095,215.68,1060.07,35.25,86.52,27.82,112.486
3.99,329.71,630.96,17.31,78.24,32.96,0.589
7.984,105.54,908.5,36.46,55.32,14.35,31.578
8.726,83.45,918.64,17.31,42.87,33.62,30.042
13.357,63.34,1272.75,28.7,91.81,29.23,243.952
5.149,256.51,706.59,16.68,45.58,8.72,7.734
8.088,273.91,917.07,33.08,48.4,5.26,4.462
12.409,275.89,1185.29,27.83,41.14,9.05,4.727
3.532,56.13,606.66,18.31,87.39,13.38,4.285
5.704,63.05,711.17,17.75,53.65,7.01,6.418
7.152,0.21,825.29,26.52,83.94,21.24,42.586
7.443,189.02,835.4,39.05,91.88,26.55,37.969
11.243,270.59,1085.09,28.09,62.42,29.15,148.523
5.276,215.93,688.33,24.19,56.41,16.28,16.576
7.11,113.24,800.69,19.97,40.88,9.42,13.549
12.517,284.59,1195.16,33.73,75.7,5.49,1.495
5.498,158.05,673.36,27.17,65.65,18.9,18.758
7.574,18.48,883.52,38.69,89.34,6.59,7.236
8.116,139.16,882.8,31.34,63.84,20.38,57.842
8.248,336.23,901.03,36.72,66.37,32.66,29.122
4.825,357.16,677.44,18.65,79.11,11.56,10.736
8.732,8.69,909.99,25.09,83.92,13.55,33.035
3.56,186.12,549.75,18.08,64.11,6.08,2.937
11.572,262.32,1193.88,29.16,43.7,16.34,42.424
10.267,158.35,1082.93,33.06,54.69,7.8,7.561
7.223,141.98,856.9,16.05,56.66,22.08,42.282
7.593,297.33,864.56,18.79,70.09,5.02,5.951
3.729,309.18,629.25,21.64,66.55,34.44,0.455
13.173,177.65,1273.7,17.0,65.28,34.38,244.265
12.357,344.04,1225.44,21.45,70.72,14.92,30.033
10.314,189.62,1019.37,31.69,85.94,29.19,116.591
11.561,88.31,1127.93,35.37,63.86,14.02,27.383
13.7,356.87,1287.78,16.28,72.54,29.72,275.309
9.105,304.02,955.09,20.47,92.59,7.96,8.919
8.964,130.68,954.55,33.56,63.06,9.87,15.095
8.293,334.23,934.45,16.66,57.27,29.45,45.314
4.695,170.34,682.73,15.76,91.57,31.37,2.104
8.41,344.98,933.93,29.71,62.29,23.32,68.989
4.814,57.31,686.32,23.18,60.73,28.89,3.756
3.093,194.53,604.97,27.32,45.08,24.44,1.092
13.91,0.75,1319.67,19.44,47.34,25.57,196.899
12.094,128.61,1189.91,29.3,42.22,6.17,1.653
9.411,355.75,995.4,30.36,85.18,16.73,56.388
13.928,38.71,1250.55,29.83,73.85,13.53,12.279
3.714,218.22,599.1,21.5,75.39,23.19,3.043
10.579,11.53,1053.93,36.3,76.58,15.76,45.598
8.598,105.72,941.05,32.64,62.06,34.54,24.553
6.403,117.58,791.08,21.02,48.18,22.63,27.339
4.295,38.76,680.45,26.22,48.21,25.63,4.355
9.372,258.71,950.46,25.88,46.74,21.56,77.465
9.464,337.48,1007.84,20.24,66.03,10.74,18.132
3.727,11.3,614.79,36.33,53.87,24.75,3.118
7.372,255.29,821.02,23.09,47.31,17.67,40.792
6.463,329.58,833.13,29.16,78.49,33.63,5.976
7.574,175.28,878.85,39.71,48.15,23.12,48.243
13.528,326.63,1274.5,33.02,62.98,26.34,205.047
11.802,134.29,1165.83,15.07,66.55,11.33,12.235
6.658,237.12,751.23,33.41,67.77,34.81,4.801
9.737,220.4,1020.68,25.87,92.24,26.57,103.207
9.018,193.97,950.56,33.89,42.45,23.81,86.524
11.71,170.83,1175.68,36.96,91.1,11.93,15.195
6.467,212.72,785.7,26.23,56.52,11.88,19.154
12.948,91.49,1290.1,21.63,69.19,18.48,55.682
7.367,154.8,844.15,38.97,84.13,21.4,46.935
7.584,180.63,852.11,38.81,83.7,23.01,48.407
3.563,355.99,589.39,20.34,76.37,12.05,5.347
13.882,201.87,1305.66,23.21,69.98,7.39,2.068
10.115,340.77,1037.77,15.52,47.14,24.72,115.989
10.39,149.61,1062.35,37.65,51.23,32.95,92.872
6.404,195.24,836.01,28.72,43.77,30.59,10.535
3.037,86.24,617.35,34.47,83.69,8.4,1.767
7.964,43.72,879.11,34.15,82.87,25.04,53.728
6.061,29.98,749.83,34.73,59.43,33.35,4.702
10.978,327.93,1104.58,30.51,93.32,9.87,8.969
6.763,187.95,851.9,32.24,50.68,15.54,29.233
6.742,140.14,762.9,33.92,45.7,11.37,17.61
5.092,229.5,768.15,34.34,81.13,11.8,11.173
10.227,328.64,1018.22,27.36,82.4,10.97,17.418
3.462,163.05,643.49,15.09,59.55,24.46,1.789
7.571,301.51,906.19,39.24,87.41,22.84,45.861
9.176,41.94,1014.15,18.39,67.19,15.22,41.693
9.874,11.69,1003.8,35.88,57.44,13.8,34.736
12.445,19.77,1208.88,22.51,93.02,16.39,44.216
4.683,122.38,658.78,25.3,44.09,14.25,11.229
6.298,8.18,766.27,39.53,58.03,32.94,5.126
9.632,306.57,1002.97,24.06,45.23,31.65,74.914
5.009,76.43,682.64,35.01,52.73,21.51,12.35
8.954,309.33,925.04,35.29,70.19,13.92,32.553
9.076,107.12,1021.37,37.38,81.38,17.61,52.411
10.237,96.86,1077.72,16.3,43.78,8.2,6.835
8.247,168.92,907.78,24.03,69.81,21.84,68.172
11.735,29.52,1102.45,19.21,75.67,23.93,141.634
3.185,78.63,614.74,32.7,49.32,20.29,2.06
13.886,1.9,1306.24,28.07,55.03,10.63,4.075
9.023,21.37,974.41,20.28,76.68,15.33,45.429
7.45,212.68,856.88,37.77,55.82,8.74,13.308
7.622,233.4,854.83,27.44,93.78,12.59,25.01
4.41,66.37,643.54,31.02,46.6,6.21,4.077
13.98,268.16,1312.38,33.28,77.62,33.78,290.027
9.32,234.67,995.63,32.93,85.65,11.19,19.365
4.588,260.75,650.3,34.64,87.78,24.79,6.025
10.483,159.63,1069.13,20.04,74.93,31.1,118.619
12.439,238.43,1178.27,27.25,92.2,18.0,60.005
4.745,281.3,655.95,35.84,81.16,8.31,6.392
6.159,102.04,727.03,19.43,82.3,6.96,7.322
7.999,109.15,925.28,20.61,51.05,33.91,17.663
5.966,172.93,762.66,25.95,47.34,16.54,23.655
13.851,198.63,1289.23,31.05,47.96,12.64,10.564
4.087,310.32,620.51,27.91,57.06,33.71,0.575
4.178,323.56,689.96,21.3,53.44,30.68,0.872
9.319,332.8,985.7,38.05,74.51,33.76,47.069
6.601,248.27,815.27,28.85,71.24,8.25,10.308
6.37,275.1,752.98,21.28,84.25,25.1,20.565
13.567,203.48,1235.32,23.92,60.9,14.74,20.558
12.436,128.48,1169.11,33.97,69.29,21.87,116.609
10.587,37.15,1081.24,37.4,52.72,17.37,60.687
13.956,26.14,1286.38,32.02,93.68,27.14,231.553
5.403,34.87,652.61,21.41,90.5,24.29,12.514
12.788,321.52,1211.12,17.34,90.8,12.51,13.497
9.582,268.71,981.64,38.46,53.27,10.01,13.164
11.331,262.32,1164.98,38.16,66.93,31.62,134.711
4.101,181.33,667.47,20.73,71.66,33.04,0.59
11.287,200.26,1149.81,19.11,80.64,25.02,150.096
5.118,296.03,718.13,20.86,42.49,10.93,11.551
6.245,22.06,814.09,26.24,74.03,26.72,17.735
7.033,272.37,793.54,34.03,85.91,30.01,17.518
4.75,136.11,694.79,19.28,41.93,17.61,12.913
3.933,56.71,581.9,16.83,62.83,9.99,5.651
10.851,256.94,1115.03,37.1,69.2,33.86,94.722
9.442,118.82,961.56,26.33,85.58,11.47,19.854
7.94,61.97,876.2,35.92,64.48,32.79,22.513
11.781,300.82,1155.08,19.91,56.25,7.73,3.383
9.395,286.78,986.37,18.17,42.96,30.72,66.699
9.161,142.06,976.28,31.24,79.18,10.39,16.767
12.634,287.62,1228.8,21.01,42.79,7.23,1.713
8.929,30.08,954.97,28.13,45.14,29.84,64.838
3.484,176.58,596.56,35.95,47.68,7.68,2.661
4.626,159.25,701.57,25.55,74.86,18.83,11.291
10.495,357.39,1069.51,23.44,41.82,24.95,133.717
3.266,291.46,574.26,15.76,57.74,22.58,1.12
3.909,68.55,622.34,38.83,45.4,16.15,5.755
11.662,269.45,1164.62,30.12,79.56,25.17,147.878
11.742,181.45,1165.38,22.25,56.07,9.44,8.083
10.35,194.4,1055.38,22.18,68.72,29.73,119.977
6.179,223.8,796.0,16.06,60.87,5.79,6.139
9.591,1.01,989.32,21.53,53.51,15.84,50.601
8.675,190.81,941.15,25.13,70.97,13.08,31.364
5.506,115.79,743.49,31.53,60.14,16.26,17.194
3.461,257.14,592.03,30.63,42.92,30.68,0.968
9.141,222.51,946.34,34.66,40.93,33.16,44.594
13.171,66.52,1257.86,16.61,54.73,16.75,38.933
12.184,44.74,1213.53,28.89,69.11,12.76,17.437
12.426,63.88,1222.31,38.71,67.41,16.34,39.463
11.402,190.2,1130.54,16.6,54.73,25.9,164.387
9.81,106.25,997.45,19.27,71.43,17.23,55.113
4.745,87.38,645.44,25.49,79.43,20.85,10.363
5.353,111.45,746.5,34.46,44.52,13.75,13.794
13.804,140.36,1291.1,23.87,81.27,6.27,0.0
7.436,82.47,847.15,31.89,58.7,33.78,11.874
13.026,8.38,1218.57,17.12,60.75,13.72,18.951
9.333,293.3,990.22,27.63,90.49,16.05,45.997
9.117,180.35,937.1,19.46,94.03,18.97,70.579
12.149,22.15,1172.82,32.21,42.06,30.59,206.721
5.627,329.93,703.85,20.22,82.08,12.73,16.75
6.466,255.2,796.99,24.87,52.2,7.84,9.573
9.598,189.44,969.87,33.03,83.31,10.96,18.085
9.526,227.11,979.54,19.95,51.92,11.77,22.37
12.706,307.73,1243.97,33.08,92.59,20.15,84.705
11.342,117.88,1095.72,24.73,65.39,21.58,110.703
12.504,321.06,1237.02,15.27,50.17,5.88,0.0
4.174,280.31,587.31,17.8,47.03,12.33,6.247
7.15,170.02,821.63,32.57,54.51,8.59,13.492
10.973,149.58,1101.55,15.08,74.16,28.76,153.119
4.473,20.86,676.02,22.78,43.9,28.16,3.524
6.155,194.12,721.33,20.65,61.84,22.6,23.889
11.322,146.62,1151.75,19.27,79.76,20.18,93.217
3.809,162.47,657.72,23.38,63.0,25.86,2.919
12.43,105.82,1194.4,27.99,62.4,23.91,143.949
11.558,121.5,1095.34,27.31,61.75,6.39,2.926
10.631,41.94,1080.17,18.22,82.92,10.79,14.802
13.893,187.29,1302.76,20.08,61.48,31.14,305.52
3.3,55.44,574.05,26.39,57.62,10.27,3.442
5.405,323.1,701.63,23.89,84.96,22.16,15.534
8.339,305.08,945.56,25.61,70.88,34.52,21.308
12.145,104.54,1165.3,39.08,46.37,28.81,192.847
13.837,280.89,1326.84,23.57,53.06,27.1,206.834
8.815,146.68,939.72,20.3,75.48,8.07,9.785
7.076,248.8,752.29,15.45,85.22,22.43,33.067
3.713,104.17,596.45,29.35,91.42,12.66,4.815
11.881,145.03,1182.32,29.95,71.5,23.73,146.329
11.889,313.05,1131.89,31.42,85.67,27.38,176.703
10.435,273.99,1045.71,36.36,44.93,28.51,115.905
9.372,229.24,968.16,29.22,48.08,28.17,84.788
12.761,205.01,1268.07,34.81,87.13,8.25,2.762
12.231,290.55,1186.07,20.58,82.93,21.92,114.459
13.567,19.72,1258.99,30.56,41.26,24.21,165.668
8.029,150.37,903.99,37.29,75.31,21.85,59.512
13.942,82.12,1269.52,30.17,57.92,24.51,149.829
12.884,187.28,1272.02,31.43,70.86,13.54,18.081
3.034,124.09,609.85,25.19,76.5,21.99,1.525
7.776,10.78,843.47,35.11,83.12,21.34,53.902
4.613,237.93,643.05,17.34,70.28,23.91,6.51
13.158,77.99,1283.16,29.04,84.48,31.47,245.507
11.431,290.6,1138.57,22.84,58.53,30.3,161.322
11.549,143.52,1142.41,18.72,72.32,13.16,22.223
12.889,307.67,1226.46,35.81,49.03,25.03,173.855
8.653,216.14,950.85,37.68,61.41,34.39,27.589
7.259,72.74,808.09,17.03,50.63,29.7,21.221
3.28,340.32,566.97,24.38,43.08,23.9,1.664
3.805,265.58,624.29,16.36,62.43,10.88,5.732
9.407,159.59,987.47,25.28,47.9,13.39,32.242
3.185,178.3,587.3,26.07,55.48,18.47,3.852
4.537,145.16,639.62,36.58,76.93,21.66,7.939
4.013,314.08,672.97,33.12,85.43,34.46,0.0
9.22,335.69,1035.05,16.67,82.78,25.24,84.98
5.891,349.31,761.87,19.96,64.96,32.94,4.479
6.937,335.02,798.86,20.07,90.37,32.82,11.113
8.107,73.77,896.84,39.9,89.92,9.9,14.474
7.178,78.79,859.79,25.55,85.38,19.03,38.878
9.007,351.52,912.65,24.4,50.47,21.36,78.789
6.378,213.32,776.83,33.15,49.28,30.92,9.948
6.234,15.48,772.14,35.44,63.71,18.55,28.136
10.503,299.52,1112.92,24.96,69.38,27.23,123.32
8.496,184.82,945.71,37.88,44.13,31.35,39.929
12.837,212.04,1233.45,35.68,45.63,34.21,227.86
4.888,196.61,678.35,33.36,67.02,12.02,10.562
7.686,297.48,907.33,36.87,69.66,10.32,15.387
10.497,114.64,1063.89,15.73,52.59,5.69,1.728
11.642,211.9,1107.66,32.98,63.58,18.61,68.608
10.701,144.96,1041.69,38.45,52.98,9.4,9.934
11.716,131.43,1188.06,15.06,69.73,10.41,10.041
9.921,118.04,1008.74,18.98,94.57,5.44,2.655
6.686,355.99,792.82,38.43,77.77,7.19,8.83
10.164,337.34,1029.4,16.82,71.38,18.7,76.562
9.536,14.2,995.36,29.77,82.49,23.27,101.056
6.177,196.82,775.43,15.4,48.71,14.93,23.522
3.373,217.86,513.84,33.24,76.43,22.95,1.736
10.605,182.65,1087.96,22.3,47.15,27.06,139.444
8.634,226.63,907.15,31.18,55.6,18.74,59.948
11.913,328.65,1150.3,32.38,64.28,31.86,187.701
7.418,140.58,851.25,19.9,82.3,23.47,45.127
6.024,280.89,712.88,39.09,43.49,19.85,20.944
8.854,138.41,977.66,18.75,74.3,26.56,73.375
4.693,300.27,627.55,23.0,71.72,28.72,3.261
8.854,245.36,933.76,15.02,75.4,16.06,43.608
10.651,317.89,1075.1,31.59,87.73,26.83,134.508
6.651,164.39,828.69,15.96,77.02,10.28,16.352
11.211,306.89,1084.88,21.71,50.04,16.82,53.856
4.544,297.53,660.29,30.28,50.21,25.51,6.308
11.133,304.83,1117.37,34.74,85.67,21.39,110.494
12.917,206.13,1225.78,17.58,62.27,32.48,254.583
5.053,274.14,719.93,33.06,91.27,16.67,14.425
13.655,61.87,1270.71,38.65,52.19,23.24,131.661
10.551,36.8,1098.38,36.51,91.68,16.08,48.851
3.282,232.5,603.58,27.97,92.59,5.47,1.965
6.525,175.6,796.34,32.0,85.37,23.84,28.571
4.32,243.15,654.71,27.81,71.73,19.44,7.979
8.327,16.88,898.99,28.04,78.76,6.13,6.169
12.224,75.67,1159.94,22.69,57.89,14.83,29.457
4.179,262.42,645.9,24.15,88.74,30.38,0.737
8.77,85.73,1007.12,25.66,86.84,12.97,25.888
12.313,250.97,1229.46,31.08,46.0,6.06,1.288
6.892,164.39,842.79,30.39,92.14,19.19,37.833
3.662,263.7,597.2,18.29,66.29,30.34,0.927
8.795,308.32,962.66,23.71,48.95,29.27,61.677
11.903,154.13,1163.69,16.46,57.85,28.77,189.881
7.948,159.19,867.76,22.47,49.22,15.12,38.254
11.149,240.95,1053.21,28.53,58.67,28.9,142.11
6.491,256.56,834.77,30.34,49.78,32.31,8.507
13.644,292.47,1309.79,25.7,58.28,31.47,285.003
3.472,288.58,575.15,24.31,52.63,33.75,0.0
4.442,315.85,667.44,37.08,85.49,7.08,4.067
3.061,122.37,536.81,15.84,51.23,10.46,2.456
4.104,109.17,604.43,36.28,68.86,34.85,0.76
8.397,179.85,925.75,36.26,94.48,24.12,68.497
7.852,341.8,907.78,31.08,48.23,20.46,54.847
11.126,60.38,1136.1,24.22,51.5,29.16,151.257
4.902,195.61,686.61,35.41,80.54,11.01,10.448
4.575,302.82,681.45,15.18,56.77,5.24,4.124
3.988,88.11,615.56,21.56,48.81,5.73,2.684
4.816,169.8,635.17,27.97,44.79,32.0,2.046
8.281,115.51,893.12,33.67,59.98,16.37,42.764
12.49,339.17,1156.22,23.14,74.02,25.09,174.313
7.989,323.87,868.64,28.84,80.13,10.45,18.289
7.835,43.53,876.41,26.72,43.48,28.62,38.695
11.011,333.29,1153.73,31.38,93.16,14.77,34.542
4.898,207.59,680.14,29.17,73.81,33.66,0.263
11.061,287.79,1090.47,31.43,72.18,21.52,103.974
5.601,59.96,732.0,31.33,78.64,31.84,4.718
5.235,200.14,670.11,22.7,62.98,27.11,7.622
12.708,78.79,1244.5,35.21,55.94,12.83,14.064
5.793,291.87,741.45,34.37,73.62,18.4,20.934
12.074,309.82,1175.36,25.97,50.27,6.66,2.575
5.711,324.39,726.16,26.71,68.99,19.71,21.397
12.849,117.68,1239.8,29.49,70.71,9.48,4.566
11.936,270.99,1126.33,17.46,83.63,30.89,175.574
9.028,62.38,931.7,37.08,54.59,33.19,40.142
12.733,186.7,1205.8,27.65,71.29,27.2,220.841
10.754,133.99,1065.04,27.86,50.16,6.83,3.873
12.216,270.22,1186.71,39.94,82.27,14.06,23.044
13.148,232.35,1233.3,35.37,87.04,6.99,1.468
12.187,58.68,1219.12,20.25,80.04,5.69,0.869
4.641,207.79,645.84,34.48,80.14,5.72,4.215
6.331,172.07,792.58,31.34,80.42,10.89,16.919
3.054,149.61,548.48,26.75,51.57,34.02,0.0
4.597,17.43,665.92,18.77,48.35,25.6,5.754
10.704,165.72,1110.1,26.66,76.31,27.38,144.276
3.982,40.58,626.1,25.07,47.12,26.65,2.692
7.911,260.28,891.6,31.54,90.9,10.94,17.059
9.853,262.69,999.38,15.93,71.45,21.08,85.021
10.264,163.92,1049.88,36.92,84.62,27.93,120.735
6.102,36.17,750.66,22.11,83.44,9.22,11.246
6.709,3.15,818.26,31.62,94.01,8.86,12.579
12.24,212.9,1221.47,32.52,60.17,30.19,203.878
3.726,267.16,611.55,31.38,84.29,22.89,3.861
